CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
HATZR,Abitau River,"Cree, Woods",,River,Water Feature,RIV,69b094c4ba3611d892e2080020a0f4c9,59.8834390,-109.0507186,,Saskatchewan,5000000,1944-11-28,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIH,Abound,Undetermined,,Railway Point,Populated Place,UNP,0cfe4410849c20c32b6eb07f1ca5b53d,50.3166946,-105.7672478,34-15-28-W2,Saskatchewan,250000,1951-10-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASDE,Abraham Bay,Undetermined,,Bay,Water Feature,BAY,0cff2568849c20c3fcc7c7fcd3501178,57.4667735,-107.0506458,,Saskatchewan,250000,1938-03-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABII,Abram Island,Undetermined,,Island,Terrain Feature,ISL,0c282a1d849c20c3cbe11a11ca88695f,55.3834047,-104.4004284,,Saskatchewan,250000,1950-02-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIJ,Abrams Bay,Undetermined,,Bay,Water Feature,BAY,0c282aaa849c20c379406bd91bb43721,55.0333982,-104.8171082,,Saskatchewan,250000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIK,Abrey Lake,Undetermined,,Lake,Water Feature,LAKE,0c282a68849c20c3adbbf290b9627595,52.5500738,-109.8174282,21-41-27-W3,Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIL,Acaster Lake,Undetermined,,Lake,Water Feature,LAKE,0c282b27849c20c3553fd042d2cf93bf,55.9001059,-109.8508332,80-25-W3,Saskatchewan,250000,1951-09-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIN,Ace Creek,Undetermined,,Creek,Water Feature,RIV,0c282bc4849c20c3b9071eba6e47d334,59.5502342,-108.4674837,,Saskatchewan,50000,1950-06-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIM,Ace Lake,Undetermined,,Lake,Water Feature,LAKE,0c282ae9849c20c3c768051e0c2a94c1,59.5669012,-108.4508239,,Saskatchewan,250000,1955-09-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HARPC,Acheninni Lake,Undetermined,,Lake,Water Feature,LAKE,0c30cc74849c20c333a60247d7143fb7,54.5000595,-103.0004242,"63,64-7-W2",Saskatchewan,1000000,1933-04-18,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIO,Achimoo Lake,Undetermined,,Lake,Water Feature,LAKE,0c282b65849c20c354d60c97f20c2b69,59.2503889,-106.2343313,,Saskatchewan,250000,1951-02-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIP,Acorn Lake,Undetermined,,Lake,Water Feature,LAKE,0c282c41849c20c38805e042873d626a,55.7834065,-105.9505057,,Saskatchewan,50000,1961-04-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATQD,Acton Lake,Undetermined,,Lake,Water Feature,LAKE,0c31e382849c20c33d1005d30524f233,52.9167331,-107.8673090,45-13-W3,Saskatchewan,250000,1934-12-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIQ,Acton Lake,Undetermined,,Lake,Water Feature,LAKE,0c282c03849c20c36959309f2a2ead6a,59.3001600,-104.9339615,,Saskatchewan,250000,1951-05-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIR,Ada,Undetermined,,Locality,Populated Place,UNP,0c282c94849c20c3c7e5aa17a84c251e,50.0666964,-106.1339257,6-13-1-W3,Saskatchewan,250000,1956-11-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIT,Adair Bay,Undetermined,,Bay,Water Feature,BAY,0c282d52849c20c3e93713640d1cc597,59.4170027,-107.7510236,,Saskatchewan,250000,1951-02-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIU,Adair Creek,Undetermined,,Creek,Water Feature,RIV,0c282cec849c20c3607d542971336a09,50.5333539,-103.2171820,18-18-9-W2,Saskatchewan,250000,1950-05-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIV,Adair Lake,Undetermined,,Lake,Water Feature,LAKE,0c282dea849c20c3517091a3cd73ed4e,59.4002001,-108.8340903,,Saskatchewan,50000,1954-04-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJB,Adam Lake,Undetermined,,Lake,Water Feature,LAKE,0c282eec849c20c3ff41a42290f53e09,56.4334141,-105.3171534,,Saskatchewan,250000,1960-08-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HBAXE,Adam Wood Memorial Landing,Undetermined,,Landing,Populated Place,UNP,0b1341cc514f4fd5a42157745329d560,56.4850000,-109.3861111,,Saskatchewan,50000,2017-07-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQML,Adams,Undetermined,,Railway Point,Populated Place,UNP,0c305571849c20c3069c1e134aa3f6c5,50.4667067,-104.8672228,30-17-21-W2,Saskatchewan,250000,1951-05-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIW,Adams Bay,Undetermined,,Bay,Water Feature,BAY,0c282d93849c20c3377e22a59cae763b,55.8500902,-107.7840207,,Saskatchewan,250000,1931-08-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUWI,Adams Creek,Undetermined,,Creek,Water Feature,RIV,0fdaca29849c20c3e5b3e0a43bc08969,49.4833597,-109.8340911,21-6-29-W3,Saskatchewan,250000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIX,Adams Creek,Undetermined,,Creek,Water Feature,RIV,0c282e2d849c20c3f7d1655ac34b91c8,53.9000535,-103.2504377,57-9-W2,Saskatchewan,250000,1952-01-17,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABIZ,Adams Island,Undetermined,,Island,Terrain Feature,ISL,0c282ead849c20c3b5dd28255d536a1e,52.6667324,-108.1673408,,Saskatchewan,250000,1963-08-09,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJA,Adams Island,Undetermined,,Island,Terrain Feature,ISL,0c282e6e849c20c3ee47f1480ff265c7,57.3334551,-102.5503810,,Saskatchewan,250000,1957-06-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAONT,Adams Lake,Undetermined,,Lake,Water Feature,LAKE,0c2f9e9d849c20c375c358d61911b39c,49.6500350,-109.8340953,8-29-W3,Saskatchewan,250000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJI,Adams Lake,Undetermined,,Lake,Water Feature,LAKE,0c282fe9849c20c3107a86e49296f030,51.0666655,-102.1671378,11-24-2-W2,Saskatchewan,50000,1950-05-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQED,Adams Lake,Undetermined,,Lake,Water Feature,LAKE,0fdac81f849c20c3926b775cc5a08f95,56.1000780,-104.5671124,,Saskatchewan,250000,1966-01-19,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJJ,Adams Peninsula,Undetermined,,Peninsula,Terrain Feature,CAPE,0c2830a6849c20c3081ddd7897b1c7c4,57.6334478,-106.1339461,,Saskatchewan,250000,1961-07-26,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJK,Adams River,Undetermined,,River,Water Feature,RIV,0c283066849c20c3afb8a6ff9a9a5de2,59.6835699,-108.3508674,,Saskatchewan,50000,1957-09-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJL,Adamson Bay,Undetermined,,Bay,Water Feature,BAY,0c283127849c20c3b04cb70355015083,55.0667324,-104.7837739,,Saskatchewan,50000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJM,Adamson Lake,Undetermined,,Lake,Water Feature,LAKE,0c2830e7849c20c3e3f387dec4c87f61,52.9500396,-106.0172086,45-1-W3,Saskatchewan,250000,1935-01-10,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQMK,Adanac,Undetermined,,Hamlet,Populated Place,UNP,f0bf47fdd05311d892e2080020a0f4c9,52.4528462,-109.0562791,23-40-22-W3,Saskatchewan,250000,2001-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJN,Addie Lake,Undetermined,,Lake,Water Feature,LAKE,0c2831a6849c20c3306cce6f68acab4c,59.7003118,-106.3008955,,Saskatchewan,250000,1956-09-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAABJ,Adelaide Park,Undetermined,,Urban Community,Populated Place,UNP,0c27c1bc849c20c39e33d742c19d5c92,52.0928207,-106.6417227,,Saskatchewan,50000,1984-08-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJO,Adilman Lake,Undetermined,,Lake,Water Feature,LAKE,0c283167849c20c39de94716ab6b5422,55.3167377,-104.3837602,,Saskatchewan,50000,1950-02-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJQ,Admiral,Undetermined,,Hamlet,Populated Place,HAM,0cfe44fc849c20c3df2f5ac467559151,49.7166946,-108.0173469,5-9-15-W3,Saskatchewan,1000000,1954-09-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOQB,Adolet Lake,Undetermined,,Lake,Water Feature,LAKE,0c2fa666849c20c3531d3ef54020d40d,49.8500316,-105.3005585,23-10-25-W2,Saskatchewan,250000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJR,Adrian Lake,Undetermined,,Lake,Water Feature,LAKE,0c283225849c20c30649d78a4ad0872c,49.7000226,-102.8671555,34-8-7-W2,Saskatchewan,250000,1960-03-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASMP,Agar Lake,Undetermined,,Lake,Water Feature,LAKE,0c3145b6849c20c392037982eb58a308,57.3001134,-109.3674609,,Saskatchewan,250000,1944-12-09,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOQA,Agnellice Lake,Undetermined,,Lake,Water Feature,LAKE,0cfeeaef849c20c3b83cc5d2b2097c17,49.9166975,-105.4672302,22-11-26-W2,Saskatchewan,250000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKA,Agnew Bay,Undetermined,,Bay,Water Feature,BAY,0c283320849c20c302a69a5f4822083c,54.7333963,-102.8337544,,Saskatchewan,250000,1951-01-17,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKB,Agumik Creek,Undetermined,,Creek,Water Feature,RIV,0c28339c849c20c31aa6a363da2b6afb,55.4000791,-106.8005979,,Saskatchewan,250000,1951-08-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKC,Agumik Lake,Undetermined,,Lake,Water Feature,LAKE,0c28335e849c20c39ef853de56815469,55.4500824,-106.8839476,"74,75-6-W3",Saskatchewan,250000,1931-08-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKD,Ahasew Lake,Undetermined,,Lake,Water Feature,LAKE,0c28341d849c20c3482ee9de64a83881,55.7334082,-104.1670932,,Saskatchewan,250000,1957-10-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HASPY,Ahenakew Lake,Undetermined,,Lake,Water Feature,LAKE,0c315d77849c20c3dbec9887225ec15d,58.0334615,-103.9171325,,Saskatchewan,250000,1956-08-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJW,Ahrens Lake,Undetermined,,Lake,Water Feature,LAKE,0c2832a1849c20c330b9d34d3cb7665a,52.5334051,-109.3840741,"21,22-41-24-W3",Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKE,Ahrens Lake,Undetermined,,Lake,Water Feature,LAKE,0c2833db849c20c3926664e78b54da00,54.8333996,-102.2837401,57-2-W2,Saskatchewan,250000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAXWE,Ahtahkakoop 104,Undetermined,,Indian Reserve,Administrative Area,IR,f13d02e7bbe211d892e2080020a0f4c9,53.3855688,-106.9011993,"50,51-6,7-W3",Saskatchewan,50000,1986-11-07,Indigenous and Northern Affairs Canada
HAOFJ,Aikenhead Lakes,Undetermined,,Lakes,Water Feature,LAKE,0c2f7c24849c20c359bf93d76cf3cf4f,55.3167371,-104.9337824,,Saskatchewan,250000,1968-09-24,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJV,Aikins,Undetermined,,Railway Point,Populated Place,UNP,0c2832df849c20c3de4186e6d2e0090b,50.3333655,-107.7006678,10-16-13-W3,Saskatchewan,50000,1956-04-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJT,Aiktow Creek,Undetermined,,Creek,Water Feature,RIV,0c283264849c20c38a1b7fc87b0fd213,50.9666975,-106.4672866,22-23-4-W3,Saskatchewan,250000,1956-11-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPYB,Air Ronge,Undetermined,,Northern Village,Populated Place,VILG,55860028c6cd11d892e2080020a0f4c9,55.0897360,-105.3414670,,Saskatchewan,250000,1985-05-29,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJX,Airriess Lake,Undetermined,,Lake,Water Feature,LAKE,0cfe453e849c20c3a00e044fbcdd7d26,55.6334026,-106.3005198,"76,77-2-W3",Saskatchewan,250000,1951-06-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPAM,Airway Lake,Undetermined,,Lake,Water Feature,LAKE,0c2fc03a849c20c35099827f3d3ab25e,56.0500853,-106.9839524,,Saskatchewan,250000,1938-02-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKF,Aitkenhead Lake,Undetermined,,Lake,Water Feature,LAKE,0c28349c849c20c3aac263e99c3e4897,59.6335802,-105.8007799,,Saskatchewan,250000,1960-07-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKG,Ajawaan Lake,Undetermined,,Lake,Water Feature,LAKE,0c28345b849c20c3513f01b7ca43a66b,54.1500554,-106.4671928,59-4-W3,Saskatchewan,250000,1932-01-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKH,Akerlund Lake,Undetermined,,Lake,Water Feature,LAKE,0c28351c849c20c37546570e77884d32,52.5000710,-109.2840692,"40,41-23-W3",Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQCR,Akimau Creek,Undetermined,,Creek,Water Feature,RIV,0c301e54849c20c3431ad26756367b62,55.9667569,-108.1673728,,Saskatchewan,250000,1932-05-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQCS,Akimau Island,Undetermined,,Island,Terrain Feature,ISL,0c301e13849c20c3bd4511437f1ba2f2,55.9834235,-108.2007074,,Saskatchewan,250000,1932-05-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKI,Akiskoo Lake,Undetermined,,Lake,Water Feature,LAKE,0c2834dc849c20c3c1bf7dffb260062d,59.7335565,-108.0675676,,Saskatchewan,50000,1955-02-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKJ,Akoohum Bay,Undetermined,,Bay,Water Feature,BAY,0c28355b849c20c36e33e69653c687c6,55.6000740,-104.0170858,,Saskatchewan,50000,1957-10-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKK,Akosane,Undetermined,,Railway Point,Populated Place,UNP,0cfe43cf849c20c32c7495205cc13f6d,52.7333452,-102.4838070,26-43-4-W2,Saskatchewan,50000,1940-04-23,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKM,Akut Lake,Undetermined,,Lake,Water Feature,LAKE,0c283599849c20c39e48990e00b2968d,59.7335478,-108.2508845,,Saskatchewan,50000,1955-02-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAPNP,Alameda,Undetermined,,Town,Populated Place,TOWN,0c2fd78b849c20c3f22927743be390e7,49.2681464,-102.2870583,1-4-3-W2,Saskatchewan,1000000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKO,Albatross,Undetermined,,Locality,Populated Place,UNP,0cfe45b2849c20c36d802d51afcfc382,50.5333904,-104.6672297,23-18-20-W2,Saskatchewan,250000,1952-10-02,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAVEM,Albert,Undetermined,,Urban Community,Populated Place,UNP,0c326b8f849c20c38431dad7bb94cf6e,52.1178212,-106.6447780,,Saskatchewan,50000,1984-08-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKR,Albert Lake,Undetermined,,Lake,Water Feature,LAKE,0c2835d7849c20c3785b8d259dc58f7b,52.4667386,-109.5507494,29-40-25-W3,Saskatchewan,50000,1965-05-31,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAOXN,Albert Lake,Undetermined,,Lake,Water Feature,LAKE,0c2fb09b849c20c37c3e818dfb8b0698,56.4167482,-104.7504571,,Saskatchewan,250000,1937-01-28,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUXI,Albert Park,Undetermined,,Urban Community,Populated Place,UNP,0c325a7d849c20c37ff4005887ffd8a1,50.4072618,-104.6311052,,Saskatchewan,50000,1984-02-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUXJ,Albert Park South,Undetermined,,Urban Community,Populated Place,UNP,0c325b7a849c20c3c3df4ff1e3b50f8c,50.4014285,-104.6311055,,Saskatchewan,50000,1984-02-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKT,Alberts Lake,Undetermined,,Lake,Water Feature,LAKE,0c283615849c20c38f531bbe3aee25c4,54.9000847,-109.4841546,68-23-W3,Saskatchewan,1000000,1952-07-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKU,Albertville,Undetermined,,Village,Populated Place,VILG,ee396034d05311d892e2080020a0f4c9,53.3944528,-105.5382639,"12,13-51-25-W2; 7,18-51-24-W2",Saskatchewan,1000000,1986-01-13,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKW,Albrecht Lake,Undetermined,,Lake,Water Feature,LAKE,0c283655849c20c309203f92408e30ce,59.6168543,-103.6338984,,Saskatchewan,250000,1958-06-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKX,Alces Lake,Undetermined,,Lake,Water Feature,LAKE,0c283692849c20c35ae5364cf55d830d,59.6835751,-108.0342530,,Saskatchewan,250000,1940-04-23,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABJS,Alcott Creek,Undetermined,,Creek,Water Feature,RIV,0c2831e5849c20c3a350e7acb9e9b658,54.0334162,-107.9506547,,Saskatchewan,250000,1932-01-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABKZ,Alder Lake,Undetermined,,Lake,Water Feature,LAKE,0c2836d2849c20c3199f0e2d64f3a64f,54.8000665,-102.1837345,67-2-W2,Saskatchewan,250000,1952-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLB,Aldina,Undetermined,,Locality,Populated Place,UNP,0c28374f849c20c3ead904fddeca9414,53.0000479,-106.8839098,,Saskatchewan,1000000,1967-02-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLC,Aldridge Lake,Undetermined,,Lake,Water Feature,LAKE,0c283712849c20c3c159b1fe2c671d9b,59.5835095,-105.5173406,,Saskatchewan,50000,1960-03-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLD,Aletter Lake,Undetermined,,Lake,Water Feature,LAKE,0c2837cc849c20c30209305c63109f60,52.5834072,-109.6340862,35-41-26-W3,Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLE,Alexander Bay,Undetermined,,Bay,Water Feature,BAY,0c28378d849c20c34a16bf1d5297d24f,55.4667398,-104.1170872,,Saskatchewan,50000,1954-06-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLF,Alexander Island,Undetermined,,Island,Terrain Feature,ISL,0d0aeb8b849c20c31036cc9e3ddff63d,55.4167330,-105.9838294,,Saskatchewan,250000,1958-06-05,"Saskatchewan-Ministry of Parks, Culture and Sport"
HATFZ,Alexander Lake,Undetermined,,Lake,Water Feature,LAKE,0c31ae7c849c20c331615127db18ff2d,57.1834365,-104.6338117,,Saskatchewan,250000,1964-02-27,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLH,Alexandra Lake,Undetermined,,Lake,Water Feature,LAKE,0c283849849c20c323b8887c9b55f1dc,50.9166976,-105.7005853,"22,23-27-W2",Saskatchewan,250000,1954-07-08,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLG,Alexandra Lake,Undetermined,,Lake,Water Feature,LAKE,0c28380a849c20c3663d428fb12e9fd7,52.4667382,-109.4840795,26-40-25-W3,Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLJ,Alfred Bay,Undetermined,,Bay,Water Feature,BAY,0c2838c8849c20c3f8a6c884cb75d2ad,55.7500897,-107.7506866,,Saskatchewan,250000,1931-08-04,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLK,Algae Lake,Undetermined,,Lake,Water Feature,LAKE,0c283889849c20c3913ca4ab2460b692,56.1000826,-103.5337387,,Saskatchewan,250000,1967-07-10,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLL,Algol Lake,Undetermined,,Lake,Water Feature,LAKE,0c283947849c20c33b73187f6502c704,52.4834052,-109.5007467,2-41-25-W3,Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLM,Algold Bay,Undetermined,,Bay,Water Feature,BAY,0c283907849c20c3e681a515799adbc8,59.2837746,-106.6177437,,Saskatchewan,250000,1951-02-07,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAQHL,Algrove,Undetermined,,Hamlet,Populated Place,UNP,0c3039a1849c20c36d05c088ea5d1e75,52.4833347,-103.8838244,40-14-W2,Saskatchewan,250000,1963-05-14,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAVHG,Alice Beach,Undetermined,,Resort Village,Populated Place,VILG,0c327997849c20c33e20e5e371a4d7ce,50.9276306,-105.1659306,"22,23-23-W2",Saskatchewan,250000,1983-07-01,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLN,Alida,Undetermined,,Village,Populated Place,VILG,0cfe46f4849c20c36c5e6042a373c133,49.3890056,-101.8742889,16-5-33-W,Saskatchewan,1000000,1955-01-20,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLO,Alida Lake,Undetermined,,Lake,Water Feature,LAKE,0c283985849c20c350e46a385e2091fc,52.8000756,-109.2674002,"21,22-44-23-W3",Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLP,Alioth Lake,Undetermined,,Lake,Water Feature,LAKE,0c283a03849c20c3524586eb713ca0e3,52.5167392,-109.5507489,5-41-25-W3,Saskatchewan,250000,1939-12-12,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABMH,Alkali Creek,Undetermined,,Creek,Water Feature,RIV,0c283db0849c20c361ef9bd2624d0a3c,50.9833926,-109.6841166,27-23-27-W3,Saskatchewan,1000000,1967-01-19,"Saskatchewan-Ministry of Parks, Culture and Sport"
HABLQ,Alkali Lake,Undetermined,,Lake,Water Feature,LAKE,0c2839c4849c20c35a52ef284c93ca20,49.8166785,-102.4004960,"7,18-10-3-W2",Saskatchewan,50000,1960-03-03,"Saskatchewan-Ministry of Parks, Culture and Sport"
HAUQP,Alkali Lake,Undetermined,,Lake,Water Feature,LAKE,0c3236b3849c20c396695441228799f3,49.0000310,-104.3005042,2-1-18-W2,Saskatchewan,250000,1952-03-06,"Saskatchewan-Ministry of Parks, Culture and Sport"
